"id","age","sex","race","hispanic","region","educ","paeduc","maeduc","relig","happy","income","polviews","partyid","grass","commute","wrkstat","wrkslf","wrkgovt","marital","confinan","conclerg","coneduc","conpress","conjudge","consci","conlegis","conarmy","joblose","jobfind","satjob"
1494,"64","FEMALE","WHITE","NOT HISPANIC","E. SOU. CENTRAL","13","7","8","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","IND,NEAR DEM","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
1495,"30","FEMALE","WHITE","NOT HISPANIC","E. SOU. CENTRAL","16","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT LIKELY","NOT EASY","MOD. SATISFIED"
1496,"25","FEMALE","BLACK","NOT HISPANIC","E. SOU. CENTRAL","15",NA,"12","PROTESTANT","PRETTY HAPPY","$10000 - 14999","MODERATE","IND,NEAR DEM",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","A LITTLE DISSAT"
1497,"48","FEMALE","BLACK","NOT HISPANIC","E. SOU. CENTRAL","12","15","14","MOSLEM/ISLAM","NOT TOO HAPPY","$20000 - 24999","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,"MOD. SATISFIED"
1498,"29","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","E. SOU. CENTRAL","6","4",NA,"CATHOLIC","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","NOT LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"MOD. SATISFIED"
1499,"23","MALE","WHITE","NOT HISPANIC","E. SOU. CENTRAL","17","DK","14","PROTESTANT","PRETTY HAPPY","LT $1000","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
1500,"44","MALE","WHITE","NOT HISPANIC","E. SOU. CENTRAL","14","12","16","NONE","VERY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
1501,"55","FEMALE","BLACK","NOT HISPANIC","E. SOU. CENTRAL","18",NA,"5","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","NOT LIKELY","VERY EASY","VERY SATISFIED"
1502,"25","MALE","WHITE","NOT HISPANIC","E. SOU. CENTRAL","16","16","16","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1503,"59","MALE","WHITE","NOT HISPANIC","E. SOU. CENTRAL","17","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
1504,"60","MALE","BLACK","NOT HISPANIC","E. SOU. CENTRAL","17","12","12","PROTESTANT","VERY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","NOT EASY","VERY SATISFIED"
1505,"53","FEMALE","WHITE","NOT HISPANIC","E. SOU. CENTRAL","17","16","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","OTHER PARTY",NA,NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY","MOD. SATISFIED"
1506,"46","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","12","12","CATHOLIC","PRETTY HAPPY","REFUSED","CONSERVATIVE","IND,NEAR REP","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1507,"86","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","8","12","PROTESTANT","VERY HAPPY","REFUSED","MODERATE","IND,NEAR DEM","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
1508,"29","FEMALE","BLACK","NOT HISPANIC","NEW ENGLAND","12",NA,"12","PROTESTANT","PRETTY HAPPY","DK","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"MOD. SATISFIED"
1509,"70","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","10","8","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","DK","IND,NEAR REP","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,NA
1510,"50","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","16","12","13","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1511,"79","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","16","DK","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN","LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","WIDOWED","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,NA
1512,"29","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","16","11","11","PROTESTANT","PRETTY HAPPY","DK","SLGHTLY CONSERVATIVE","INDEPENDENT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","NOT TOO LIKELY","NOT EASY","MOD. SATISFIED"
1513,"50","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","12","12","CATHOLIC","PRETTY HAPPY","DK","MODERATE","INDEPENDENT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
1514,"61","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","16",NA,"13","PROTESTANT","NOT TOO HAPPY","$15000 - 19999","LIBERAL","IND,NEAR DEM","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,NA
1515,"23","FEMALE","WHITE","PUERTO RICAN","NEW ENGLAND","12","16","12","PROTESTANT","NOT TOO HAPPY","$25000 OR MORE","DK","INDEPENDENT","NOT LEGAL",NA,"SCHOOL","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY",NA,NA,NA
1516,"21","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","14","12","16","NONE","VERY HAPPY","$25000 OR MORE","CONSERVATIVE","NOT STR REPUBLICAN",NA,NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY",NA
1517,"29","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","15","16","16","CATHOLIC","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","NOT LEGAL",NA,"SCHOOL","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,NA
1518,"80","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","12","12","CATHOLIC","PRETTY HAPPY","$10000 - 14999","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,NA
1519,"25","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","15",NA,"15","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
1520,"71","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","0","DK","DK","PROTESTANT","NOT TOO HAPPY","$15000 - 19999","DK","INDEPENDENT","NOT LEGAL",NA,"KEEPING HOUSE",NA,NA,"MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1521,"68","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","13","15","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME",NA,NA,NA
1522,"55","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","12","12","CATHOLIC","NOT TOO HAPPY","$20000 - 24999","EXTRMLY CONSERVATIVE","IND,NEAR DEM","DK",NA,"OTHER","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,NA
1523,"47","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","16","13","12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","NOT STR REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY",NA
1524,"64","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","14","8","9","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","DIVORCED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,NA
1525,"73","FEMALE","WHITE","PUERTO RICAN","NEW ENGLAND","8","DK","DK","PROTESTANT","NOT TOO HAPPY","$10000 - 14999","CONSERVATIVE","NOT STR DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,"80","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","12","12","PROTESTANT","PRETTY HAPPY","$10000 - 14999","DK","NOT STR REPUBLICAN","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,NA
1527,"57","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","16","12",NA,"OTHER","NOT TOO HAPPY","$8000 TO 9999","MODERATE","IND,NEAR DEM","LEGAL",NA,"UNEMPL, LAID OFF","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
1528,"55","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","16","DK","12","CATHOLIC","NOT TOO HAPPY","$10000 - 14999","LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"OTHER","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
1529,"86","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","12","7","5","CATHOLIC","PRETTY HAPPY","$20000 - 24999","SLIGHTLY LIBERAL","STRONG DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,"47","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","20","12","12","NONE","VERY HAPPY","$25000 OR MORE","CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1531,"52","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","18",NA,"12","PROTESTANT","PRETTY HAPPY","REFUSED","LIBERAL","IND,NEAR DEM",NA,NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
1532,"61","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","14","5","12","CATHOLIC","PRETTY HAPPY","$10000 - 14999","CONSERVATIVE","IND,NEAR REP","DK",NA,"RETIRED","SOMEONE ELSE","PRIVATE","SEPARATED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
1533,"34","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","20","12","12","NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","NOT TOO LIKELY","VERY EASY","MOD. SATISFIED"
1534,"65","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","18","12","16","PROTESTANT","PRETTY HAPPY","REFUSED","CONSERVATIVE","NOT STR DEMOCRAT","LEGAL",NA,"RETIRED","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",NA,NA,NA
1535,"69","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","12",NA,"8","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","LIBERAL","IND,NEAR DEM","LEGAL",NA,"TEMP NOT WORKING","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","FAIRLY LIKELY","NOT EASY","MOD. SATISFIED"
1536,"53","MALE","WHITE","NOT HISPANIC","NEW ENGLAND","18","16","12","NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","IND,NEAR DEM",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY",NA
1537,"64","FEMALE","WHITE","NOT HISPANIC","NEW ENGLAND","19",NA,"18","PROTESTANT","NOT TOO HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","NEVER MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,"VERY DISSATISFIED"
1538,"68","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","12","DK","PROTESTANT","PRETTY HAPPY","REFUSED","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","VERY EASY","VERY SATISFIED"
1539,"66","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","14","12","8","PROTESTANT","PRETTY HAPPY","$20000 - 24999","CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,"43","MALE","BLACK","NOT HISPANIC","MIDDLE ATLANTIC","13","6","6","PROTESTANT","NOT TOO HAPPY","$15000 - 19999","EXTRMLY CONSERVATIVE","NOT STR REPUBLICAN","NOT LEGAL",NA,"UNEMPL, LAID OFF","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1541,"21","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","11","14","12","NONE","NOT TOO HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT LIKELY","NOT EASY","MOD. SATISFIED"
1542,"60","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","13","8","10","PROTESTANT","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","STRONG DEMOCRAT","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","WIDOWED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1543,"46","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","8","20","CATHOLIC","PRETTY HAPPY","$10000 - 14999","MODERATE","IND,NEAR DEM","NOT LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
1544,"23","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","15","12","12","CATHOLIC","PRETTY HAPPY","LT $1000","CONSERVATIVE","NOT STR DEMOCRAT",NA,NA,"SCHOOL","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,"33","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","8","DK","12","NONE","NOT TOO HAPPY","$20000 - 24999","CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING PARTTIME","SELF-EMPLOYED","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","VERY LIKELY","NOT EASY","A LITTLE DISSAT"
1546,"66","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","18","12","12","NONE","VERY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","STRONG DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1547,"43","FEMALE","OTHER","DOMINICAN","MIDDLE ATLANTIC","11",NA,"8","CATHOLIC","PRETTY HAPPY","$10000 - 14999","LIBERAL","STRONG DEMOCRAT","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"MOD. SATISFIED"
1548,"40","FEMALE","OTHER","PUERTO RICAN","MIDDLE ATLANTIC","12",NA,"4","CATHOLIC","NOT TOO HAPPY","LT $1000","MODERATE","INDEPENDENT","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","SEPARATED","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","DK","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","HARDLY ANY","FAIRLY LIKELY","NOT EASY","A LITTLE DISSAT"
1549,"59","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","16","14","JEWISH","VERY HAPPY","$25000 OR MORE","LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"MOD. SATISFIED"
1550,"66","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","DK","DK","NONE","NOT TOO HAPPY","$10000 - 14999","LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"RETIRED","SOMEONE ELSE","DK","DIVORCED","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
1551,"42","FEMALE","OTHER","DOMINICAN","MIDDLE ATLANTIC","17","8","8","PROTESTANT","PRETTY HAPPY","$10000 - 14999","DK","IND,NEAR DEM","NOT LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","SEPARATED","ONLY SOME","A GREAT DEAL","ONLY SOME","DK","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",NA,NA,"VERY SATISFIED"
1552,"54","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","16","16","16","JEWISH","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","HARDLY ANY","NOT TOO LIKELY","NOT EASY","VERY SATISFIED"
1553,"24","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","14","16","14","NONE","PRETTY HAPPY","$10000 - 14999","LIBERAL","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","A LITTLE DISSAT"
1554,"36","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","14",NA,"18","JEWISH","NOT TOO HAPPY","$3000 TO 3999","LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","HARDLY ANY",NA,NA,"MOD. SATISFIED"
1555,"52","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT TOO LIKELY","SOMEWHAT EASY","A LITTLE DISSAT"
1556,"26","MALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","14","19","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
1557,"64","FEMALE","WHITE","NOT HISPANIC","MIDDLE ATLANTIC","12","12","12","JEWISH","NOT TOO HAPPY","$15000 - 19999","MODERATE","IND,NEAR DEM","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","DIVORCED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
