year,age,degree,finrela,happy,health,marital,sex,polviews,partyid,wtssall,nhappy
2018,33,lt high school,average,not too happy,NA,never married,male,slightly liberal,independent,154,3
2018,35,lt high school,NA,very happy,excellent,married,male,NA,"ind,near rep",110,1
2018,70,junior college,average,very happy,NA,married,female,moderate,NA,110,1
2018,59,high school,below average,pretty happy,good,never married,male,moderate,not str democrat,14,2
2018,32,lt high school,below average,not too happy,NA,never married,female,slightly liberal,strong republican,61,3
2018,53,high school,below average,pretty happy,fair,married,male,moderate,"ind,near rep",61,2
2018,39,lt high school,below average,pretty happy,fair,never married,female,NA,independent,110,2
2018,43,graduate,average,pretty happy,NA,married,female,moderate,strong democrat,61,2
2018,26,high school,below average,very happy,fair,never married,male,moderate,independent,61,1
2018,64,graduate,above average,very happy,excellent,married,male,slghtly conservative,not str democrat,61,1
2018,62,high school,far below average,not too happy,fair,divorced,female,NA,independent,14,3
2018,72,bachelor,average,not too happy,good,divorced,male,conservative,other party,14,3
2018,58,high school,average,pretty happy,good,married,female,slghtly conservative,strong republican,61,2
2018,22,lt high school,below average,pretty happy,good,married,female,moderate,NA,154,2
2018,60,lt high school,average,not too happy,NA,married,male,extremely liberal,not str republican,61,3
2018,42,high school,average,pretty happy,NA,married,male,conservative,not str republican,199,2
2018,62,graduate,far below average,pretty happy,good,divorced,male,extremely liberal,independent,61,2
2018,39,junior college,far below average,not too happy,NA,divorced,female,conservative,strong republican,14,3
2018,24,high school,average,pretty happy,good,married,female,moderate,not str republican,61,2
2018,38,lt high school,far below average,not too happy,fair,never married,female,slightly liberal,strong democrat,61,3
2018,39,high school,average,very happy,NA,married,female,conservative,strong republican,61,1
2018,32,bachelor,above average,very happy,excellent,married,female,extrmly conservative,strong republican,61,1
2018,85,graduate,above average,very happy,NA,married,male,conservative,not str republican,61,1
2018,88,high school,average,not too happy,good,widowed,male,slightly liberal,not str republican,14,3
2018,44,bachelor,above average,very happy,NA,married,female,slghtly conservative,"ind,near rep",61,1
2018,18,high school,NA,pretty happy,good,never married,male,conservative,not str republican,110,2
2018,32,junior college,below average,pretty happy,NA,never married,female,moderate,independent,14,2
2018,60,bachelor,average,very happy,good,married,female,extremely liberal,strong democrat,61,1
2018,NA,high school,above average,very happy,NA,married,male,conservative,not str republican,61,1
2018,72,graduate,average,very happy,fair,married,female,liberal,strong democrat,61,1
2018,61,graduate,above average,pretty happy,NA,widowed,female,moderate,"ind,near rep",61,2
2018,27,high school,average,pretty happy,excellent,married,female,moderate,not str democrat,110,2
2018,42,lt high school,average,very happy,good,married,male,moderate,strong democrat,199,1
2018,51,bachelor,below average,pretty happy,NA,separated,male,moderate,strong democrat,14,2
2018,38,high school,average,very happy,good,married,male,conservative,not str republican,61,1
2018,44,high school,far below average,pretty happy,NA,divorced,female,liberal,"ind,near dem",14,2
2018,37,bachelor,average,very happy,good,never married,male,liberal,not str democrat,95,1
2018,73,lt high school,below average,very happy,good,widowed,female,moderate,strong democrat,14,1
2018,21,high school,average,not too happy,good,never married,male,moderate,strong democrat,110,3
2018,60,high school,below average,very happy,fair,never married,male,moderate,"ind,near dem",14,1
2018,70,high school,average,not too happy,good,married,female,moderate,strong democrat,61,3
2018,70,graduate,average,very happy,good,separated,female,extrmly conservative,strong democrat,14,1
2018,89,junior college,far below average,pretty happy,NA,married,male,moderate,strong democrat,61,2
2018,35,lt high school,far below average,pretty happy,good,never married,female,liberal,strong democrat,14,2
2018,51,high school,average,pretty happy,good,married,female,NA,strong democrat,61,2
2018,37,high school,average,pretty happy,good,married,female,slghtly conservative,"ind,near dem",61,2
2018,71,high school,average,pretty happy,poor,married,male,moderate,independent,199,2
2018,35,high school,below average,pretty happy,poor,married,male,conservative,strong republican,61,2
2018,78,high school,above average,pretty happy,fair,married,male,moderate,"ind,near rep",61,2
2018,32,high school,below average,pretty happy,fair,never married,male,slghtly conservative,not str republican,61,2
2018,62,high school,far below average,very happy,NA,divorced,male,extrmly conservative,strong republican,14,1
2018,41,graduate,above average,pretty happy,good,married,female,liberal,strong democrat,61,2
2018,36,high school,below average,not too happy,NA,married,female,moderate,independent,61,3
2018,20,high school,average,pretty happy,NA,never married,male,moderate,not str democrat,154,2
2018,36,high school,average,pretty happy,good,never married,female,slightly liberal,strong democrat,14,2
2018,85,high school,above average,pretty happy,excellent,widowed,male,conservative,strong republican,14,2
2018,71,bachelor,above average,not too happy,good,widowed,male,slightly liberal,strong democrat,14,3
2018,30,bachelor,average,very happy,excellent,never married,male,moderate,independent,14,1
2018,81,high school,below average,pretty happy,NA,widowed,female,slightly liberal,not str democrat,61,2
2018,88,high school,below average,pretty happy,good,married,male,moderate,independent,14,2
2018,76,bachelor,average,pretty happy,good,divorced,female,liberal,strong democrat,14,2
2018,59,bachelor,average,very happy,NA,married,female,conservative,not str republican,61,1
2018,88,junior college,average,pretty happy,fair,widowed,female,extrmly conservative,strong republican,14,2
2018,64,high school,below average,not too happy,fair,widowed,female,conservative,strong democrat,14,3
2018,75,high school,below average,very happy,NA,never married,female,extrmly conservative,strong republican,61,1
2018,55,high school,below average,not too happy,fair,divorced,female,NA,independent,14,3
2018,55,high school,below average,very happy,good,never married,female,slightly liberal,not str democrat,61,1
2018,61,graduate,above average,pretty happy,NA,married,male,NA,independent,110,2
2018,38,junior college,below average,pretty happy,fair,married,male,moderate,"ind,near dem",61,2
2018,50,bachelor,below average,pretty happy,NA,divorced,female,moderate,strong democrat,61,2
2018,54,bachelor,average,not too happy,good,never married,female,slghtly conservative,strong democrat,14,3
2018,80,high school,below average,pretty happy,excellent,widowed,female,slghtly conservative,strong republican,14,2
2018,33,bachelor,average,pretty happy,good,never married,female,moderate,independent,14,2
2018,25,high school,average,pretty happy,good,never married,male,moderate,"ind,near dem",61,2
2018,22,high school,average,pretty happy,NA,never married,male,slghtly conservative,independent,154,2
2018,38,junior college,above average,pretty happy,good,never married,female,moderate,"ind,near dem",110,2
2018,25,high school,below average,pretty happy,excellent,never married,male,NA,independent,14,2
2018,63,high school,average,pretty happy,good,never married,male,moderate,independent,110,2
2018,22,high school,average,pretty happy,good,never married,male,moderate,"ind,near dem",110,2
2018,40,high school,below average,very happy,NA,married,female,slightly liberal,strong republican,61,1
2018,69,high school,average,pretty happy,good,married,female,slightly liberal,"ind,near dem",61,2
2018,20,high school,above average,very happy,good,never married,female,slightly liberal,not str democrat,154,1
2018,54,high school,above average,very happy,NA,married,male,moderate,not str republican,61,1
2018,19,high school,average,not too happy,excellent,never married,male,moderate,other party,110,3
2018,34,junior college,below average,pretty happy,good,never married,male,slightly liberal,"ind,near dem",14,2
2018,59,bachelor,above average,very happy,excellent,married,female,conservative,"ind,near rep",61,1
2018,59,bachelor,far below average,very happy,NA,married,male,moderate,"ind,near rep",61,1
2018,44,bachelor,average,pretty happy,good,married,female,conservative,not str republican,199,2
2018,34,graduate,above average,pretty happy,good,married,male,liberal,not str democrat,61,2
2018,35,bachelor,above average,pretty happy,NA,married,female,liberal,not str democrat,61,2
2018,42,bachelor,above average,very happy,good,married,female,slightly liberal,not str republican,61,1
2018,86,high school,far above average,pretty happy,NA,never married,male,moderate,not str democrat,14,2
2018,32,high school,far below average,very happy,good,never married,female,moderate,"ind,near dem",61,1
2018,61,high school,below average,pretty happy,fair,divorced,female,conservative,other party,14,2
2018,19,high school,average,very happy,NA,never married,male,extrmly conservative,strong republican,61,1
2018,39,high school,average,pretty happy,poor,married,male,conservative,strong republican,61,2
2018,71,lt high school,average,pretty happy,NA,married,female,liberal,"ind,near dem",154,2
2018,49,high school,below average,very happy,fair,married,female,slghtly conservative,"ind,near rep",61,1
2018,23,high school,above average,pretty happy,good,never married,male,slghtly conservative,strong republican,154,2
2018,56,high school,average,pretty happy,good,married,female,slightly liberal,independent,61,2
2018,47,high school,above average,very happy,NA,divorced,male,conservative,independent,61,1
